paper_index	authors	title
7D78573D	john c platt	Using analytic QP and sparseness to speed training of support vector machines
7D459818	bernard chazelle + mona singh + carleton l kingsford	Solving and analyzing side-chain positioning problems using linear and integer programming
7621456C	richard f thompson + donald j weisz + paul r solomon + vander schaaf er	Hippocampus and trace conditioning of the rabbit's classically conditioned nictitating membrane response.
5ECF2E40	herbert robbins	An Empirical Bayes Approach to Statistics
0C5BEA30	donald b rubin + john b carlin + andrew gelman + hal s stern	Bayesian Data Analysis ~Chapman and Hall
7F688818	shai fine + katya scheinberg	Efficient svm training using low-rank kernel representations
7DD20B21	andrew y ng + min sun + ashutosh saxena	Learning 3-D Scene Structure from a Single Still Image
08EA6DF2	dale schuurmans + koby crammer + linli xu	Robust Support Vector Machine Training via Convex Outlier Ablation
79EFC2A8	gary l miller + stephen guattery	On the Quality of Spectral Separators
7ECFB3F0	rosalind w picard + martin szummer	Temporal texture modeling
76134EEF	michael j berry + markus meister + david k warland + william bialek + s m smirnakis	Adaptation of retinal processing to image contrast and spatial scale.
7EE821BB	nicol n schraudolph	Local gain adaptation in stochastic gradient descent
7208509A	marcus hutter	Bayesian Regression of Piecewise Constant Functions
58C696AE	luke shea + joseph turian + i d melamed	Evaluation of Machine Translation and its Evaluation
77EB82A8	alexandre pouget + jeffrey m beck	Exact Inferences in a Neural Implementation of a Hidden Markov Model
0ACFC724	janet terry krueger	A THEORY OF STRUCTURAL SIMPLICITY AND ITS RELEVANCE TO ASPECTS OF MEMORY, PERCEPTION, AND CONCEPTUAL NATURALNESS.
7D330407	geoffrey e hinton + ruslan salakhutdinov	Reducing the Dimensionality of Data with Neural Networks
7DC958F1	kathleen hemenway + barbara tversky	Objects, parts, and categories
3B6B9D10	d p milman + m g krein	On extreme points of regular convex sets
81728775	simon dennis	A Memory‐Based Theory of Verbal Cognition
5995ADC9	cynthia rudin + corinna cortes + mehryar mohri + robert e schapire	Margin-Based ranking meets boosting in the middle
810C904A	zhenyue zhang + hongyuan zha	Spectral analysis of alignment in manifold learning
7CEF0FAF	matthew richardson + pedro domingos	The Intelligent surfer: Probabilistic Combination of Link and Content Information in PageRank
805CC85D	wulfram gerstner + hermann wagner + j leo van hemmen + richard kempter	A neuronal learning rule for sub-millisecond temporal coding
7D756EED	steven c h hoi + jianke zhu + michael r lyu + rong jin	Batch mode active learning and its application to medical image classification
7690A6C5	jim rodgers + sebastian thrun + praveen srinivasan + dragomir anguelov + daphne koller + james davis	SCAPE: shape completion and animation of people
7DDC99D0	david j heeger + gary h glover + stephen a engel + geoffrey m boynton	Linear Systems Analysis of Functional Magnetic Resonance Imaging in Human V1
7525817F	steven kay	Fundamentals of statistical signal processing: estimation theory
0B542BA4	albert l zobrist	A new hashing method with application for game playing
79E70475	gerry t m altmann + yuki kamide	Incremental interpretation at verbs: restricting the domain of subsequent reference
05B03C0B	misha tsodyks + henry markram	Redistribution of synaptic efficacy between pyramidal neurons
79CAE49A	panos m pardalos + j b rosen	Methods for global concave minimization: A bibliographic survey
7E036ADA	geoffrey e hinton + yee whye teh	Rate-coded Restricted Boltzmann Machines for Face Recognition
7758D81D	richard l port + joseph e steinmetz + anthony g romano + adel a mikhail + michael m patterson	Retention and acquisition of classical trace conditioned responses by rabbits with hippocampal lesions.
81498C32	pieter abbeel + andrew y ng + varun ganapathi	Learning vehicular dynamics, with application to modeling helicopters
75EE52C0	beatrice laurent	Efficient estimation of integral functionals of a density
5AA9E7F2	peter auer + ronald ortner + csaba szepesvari	Improved Rates for the Stochastic Continuum-Armed Bandit Problem
78970678	tong zhang	Statistical behavior and consistency of classification methods based on convex risk minimization
8068134A	robert nowak + j haupt	Signal Reconstruction From Noisy Random Projections
7F88082A	dan klein + leon barrett + romain thibaux + slav petrov	Learning accurate, compact, and interpretable tree annotation
7DA631BE	lloyd watts + philipp hafliger + misha a mahowald	A Spike Based Learning Neuron in Analog VLSI
7CF31D06	sharad malik + matthew h moskewicz + conor f madigan + lintao zhang	Efficient conflict driven learning in a boolean satisfiability solver
7E8DBE36	kyungah sohn + eric p xing + michael i jordan + yeewhye teh	Bayesian multi-population haplotype inference via a hierarchical dirichlet process mixture
7D1EB479	joris m mooij + h j kappen	On the properties of the Bethe approximation and loopy belief propagation on binary networks
7F3EC696	vicent caselles + ron kimmel + guillermo sapiro	Geodesic active contours
5CD98810	peter geibel	Reinforcement Learning with Bounded Risk
7E2FD3D3	christopher k i williams + david barber	Bayesian classification with Gaussian processes
787668E2	david c burr + stefano baldassi + nicola megna	Visual clutter causes high-magnitude errors
80BBF0C9	grace vesom + jaety edwards + roger bock + michael maire + david forsyth + yee whye teh	Making Latin Manuscripts Searchable using gHMM's
7E877C06	debajyoti ray + manik varma	Learning The Discriminative Power-Invariance Trade-Off
7ED2511C	i gilhespy + ben mitchinson + a g pipe + kevin b gurney + martin j pearson + mokhtar nibouche + chris melhuish	Implementing Spiking Neural Networks for Real-Time Signal-Processing and Control Applications: A Model-Validated FPGA Approach
63570C1A	anand raman + john newman + j patrick	A complexity measure for diachronic Chinese phonology
7E1FCF4B	thomas k leung + alexei a efros	Texture synthesis by non-parametric sampling
80C544DB	qihui zhu + jianbo shi + gang song	Untangling Cycles for Contour Grouping
7F39A7C0	john e davis + h w haussecker + alexandru o balan + michael j black + l sigal	Detailed Human Shape and Pose from Images
75197291	christine a curcio + kimberly a allen	Topography of ganglion cells in human retina
7CFC8D2A	jason weston + gunnar ratsch + bernhard scholkopf + sebastian mika + alexander j smola + klausrobert muller	Invariant feature extraction and classification in kernel spaces
75298BAB	alistair moffat + justin zobel	Exploring the similarity space
77768144	yiching yao	Estimation of a Noisy Discrete-Time Step Function: Bayes and Empirical Bayes Approaches
7E0E2D04	stefano soatto + gianfranco doretto	Dynamic Shape and Appearance Models
776F8976	john n tsitsiklis + christos h papadimitriou	The complexity of optimal queueing network control
7D27EDFC	edward snelson + zoubin ghahramani	Sparse Gaussian processes using pseudo-inputs
31C4C9B8	joaquin quinonerocandela	Learning with Uncertainty - Gaussian Processes and Relevance Vector Machines
80ED2DFF	paul sajda + lucas c parra + adam d gerson	Cortically coupled computer vision for rapid image search
02F31BD4	tom fawcett	ROC Graphs: Notes and Practical Considerations for Data Mining Researchers
7A84CD1A	john n j reynolds + brian i hyland + jeffery r wickens	A cellular mechanism of reward-related learning.
7DF7F22C	nicolas w hengartner + makram talih	Structural learning with time‐varying components: tracking the cross‐section of financial time series
7A45A929	carver a mead	Analog VLSI and neural systems
6DD57328	daniel j navarro + adam n sanborn + thomas l griffiths	A more rational model of categorization
7CDA16CD	serge belongie + josh wills + sameer agarwal	A Feature-based Approach for Dense Segmentation and Estimation of Large Disparity Motion
79186393	markus ullsperger + katja fiehler + d yves von cramon	Neural correlates of error detection and error correction: is there a common neuroanatomical substrate?
8121C868	raymond j mooney + ruifang ge + rohit j kate + razvan bunescu + yuk wah wong + edward m marcotte + arun k ramani	Comparative experiments on learning information extractors for proteins and their interactions
798AB940	james o berger	Improving on Inadmissible Estimators in Continuous Exponential Families with Applications to Simultaneous Estimation of Gamma Scale Parameters
7E097FE5	william byrne + asela gunawardana	Convergence Theorems for Generalized Alternating Minimization Procedures
80865609	vin de silva + joshua b tenenbaum	Global versus local methods in nonlinear dimensionality reduction
80BE22E3	tsuyoshi kato + kiyoshi asai + koji tsuda	Selective integration of multiple biological data for supervised network inference
7B760D97	mauricio lomelin + gary e kopec	Document-specific character template estimation
6BF15958	mike w oram + david i perrett	Time course of neural responses discriminating different views of the face and head
7E9B0052	cordelia schmid + roger mohr	Local grayvalue invariants for image retrieval
7FC68ECE	larissa nelson + martin meierschellersheim + tengchuan jin + xiao xu + xuanmao jiao	Quantitative imaging of single live cells reveals spatiotemporal dynamics of multistep signaling events of chemoattractant gradient sensing in Dictyostelium.
76023738	terrence j sejnowski	Neural populations revealed
7E3DFA2A	vladimir vapnik + eric cosatto + hans peter graf + leon bottou + igor dourdanovic	Parallel Support Vector Machines: The Cascade SVM
8030B265	tommi s jaakkola + david sontag	New Outer Bounds on the Marginal Polytope
7FA83EA4	dan roth + wentau yih	Integer linear programming inference for conditional random fields
7B801E8E	christian blaschke + alfonso valencia	Can bibliographic pointers for known biological data be found automatically? Protein interactions as a case study
7B8E6B54	andrew g barto + steven j bradtke	Linear least-squares algorithms for temporal difference learning
585885EA	paul doukhan	Mixing : properties and examples
58B71804	wray buntine	Variational Extensions to EM and Multinomial PCA
7DE58B94	probal chaudhuri + hyunjoong kim + weiyin loh + yushan shih	Visualizable and interpretable regression models with good prediction power
76F3AEF6	pascal g discenna + timothy j teyler	The hippocampal memory indexing theory.
633D5389	robert c holte + aaron davidson + darse billings + terence schauenberg + duane szafron + jonathan schaeffer + neil burch	Approximating Game-Theoretic Optimal Strategies for Full-scale Poker
7FB5D837	jeffrey s rosenthal + gareth o roberts	General state space Markov chains and MCMC algorithms
77AFD0CE	h c nothdurft	The conspicuousness of orientation and motion contrast
0B6E7E46	arthur p dempster + nan m laird	Maximum likelihood from incom-plete data via the EM algorithm
7B2222D2	david dorfman + murray glanzer	List composition effects in lexical decision and recognition memory
80DD088B	navneet dalal + bill triggs	Histograms of oriented gradients for human detection
80BD7DFE	flemming topsoe	Some inequalities for information divergence and related measures of discrimination
75FD58F9	susumu goto + masahiro hattori + yasushi okuno + minoru kanehisa	Development of a chemical structure comparison method for integrated analysis of chemical and genomic information in the metabolic pathways.
5CCBAF07	ulrike von luxburg + olivier bousquet + mikhail a belkin	On the Convergence of Spectral Clustering on Random Samples: The Normalized Case
8147CBCA	ashish venugopal + andreas zollmann	Syntax augmented machine translation via chart parsing
76287D6D	anjali thapar + roger ratcliff + gail mckoon	The effects of aging on reaction time in a signal detection task.
7F14CD01	andrei broder	On the resemblance and containment of documents
816564E2	kristin p bennett + emilio parradohernandez	The Interplay of Optimization and Machine Learning Research
